"SeriesId","Month","Day","BibleReading","PrimaryBookPageRange","PrimaryBookPageStart","PrimaryBookPageEnd","SecondaryBookPageRange","SecondaryBookPageStart","SecondaryBookPageEnd","SortOrder","FullTextPrimary","FullTextSecondary","SummaryPoints"
"1","3","21","","Desire of Ages pp. 223-225","223","225","",,,"180","","",""
"1","3","22","Mark 1:14-15","Desire of Ages pp. 231-232","231","232","",,,"181","","",""
"1","3","23","","Desire of Ages pp. 233-235","233","235","",,,"182","","",""
"1","3","24","Matthew 13:53-58; Mark 6:1-6","Desire of Ages pp. 236-237","236","237","",,,"183","","",""
"1","3","25","Luke 4:16-30","","0","0","",,,"184","","",""
"1","3","26","","Desire of Ages pp. 238-240","238","240","",,,"185","","",""
"1","3","27","","Desire of Ages pp. 241-243","241","243","",,,"186","","",""
"1","3","28","Matthew 4:18-22; Mark 1:16-20","Desire of Ages pp. 244-245","244","245","",,,"187","","",""
"1","3","29","Luke 5:1-11","","0","0","",,,"188","","",""
"1","3","30","","Desire of Ages pp. 246-251","246","251","",,,"189","","",""
"1","3","31","Matthew 4:12-17; Mark 1:21-39","","0","0","",,,"190","","",""
"1","4","1","Luke 4:31-44","Desire of Ages pp. 252-253","252","253","",,,"191","","",""
"1","4","2","Matthew 8:14-17","Desire of Ages pp. 254-256","254","256","",,,"192","","",""
"1","4","3","","Desire of Ages pp. 257-259","257","259","",,,"193","","",""
"1","4","4","","Desire of Ages pp. 260-261","260","261","",,,"194","","",""
"1","4","5","Matthew 8:1-4; Mark 1:40-43","Desire of Ages p. 262","262","262","",,,"195","","",""
"1","4","6","Luke 5:12-26","","0","0","",,,"196","","",""
"1","4","7","Matthew 9:1-8,32-34","","0","0","",,,"197","","",""
"1","4","8","Mark 2:1-12","Desire of Ages pp. 263-265","263","265","",,,"198","","",""
"1","4","9","","Desire of Ages pp. 266-268","266","268","",,,"199","","",""
"1","4","10","","Desire of Ages pp. 269-271","269","271","",,,"200","","",""
"1","4","11","Matthew 9:9-17; Mark 2:13-22","","0","0","",,,"201","","",""
"1","4","12","Luke 5:27-39","","0","0","",,,"202","","",""
"1","4","13","","Desire of Ages pp. 272-274","272","274","",,,"203","","",""
"1","4","14","","Desire of Ages pp. 275-277","275","277","",,,"204","","",""
"1","4","15","","Desire of Ages pp. 278-280","278","280","",,,"205","","",""
"1","4","16","Matthew 12:1-21; Mark 2:23-28","","0","0","",,,"206","","",""
"1","4","17","Luke 6:1-11","Desire of Ages pp. 281-282","281","282","",,,"207","","",""
"1","4","18","Mark 3:1-12","Desire of Ages pp. 283-285","283","285","",,,"208","","",""
"1","4","19","","Desire of Ages pp. 286-289","286","289","",,,"209","","",""
"1","4","20","Matthew 8:18-22; Mark 3:13-19","","0","0","",,,"210","","",""
"1","4","21","Luke 6:12-16","Desire of Ages pp. 290-291","290","291","",,,"211","","",""
"1","4","22","Luke 9:57-62","Desire of Ages pp. 292-294","292","294","",,,"212","","",""
"1","4","23","","Desire of Ages pp. 295-297","295","297","",,,"213","","",""
"1","4","24","Matthew 5","","0","0","",,,"214","","",""
"1","4","25","Matthew 6","","0","0","",,,"215","","",""
"1","4","26","Matthew 7","","0","0","",,,"216","","",""
"1","4","27","Luke 6:17-49","","0","0","",,,"217","","",""
"1","4","28","","Desire of Ages pp. 298-300","298","300","",,,"218","","",""
"1","4","29","","Desire of Ages pp. 301-305","301","305","",,,"219","","",""
"1","4","30","","Desire of Ages pp. 306-308","306","308","",,,"220","","",""
"1","5","1","","Desire of Ages pp. 309-310","309","310","",,,"221","","",""
"1","5","2","","Desire of Ages pp. 311-312","311","312","",,,"222","","",""
"1","5","3","","Desire of Ages pp. 313-314","313","314","",,,"223","","",""
"1","5","4","Matthew 8:5-13","Desire of Ages pp. 315-316","315","316","",,,"224","","",""
"1","5","5","Luke 7:1-17","","0","0","",,,"225","","",""
"1","5","6","","Desire of Ages pp. 317-318","317","318","",,,"226","","",""
"1","5","7","","Desire of Ages pp. 319-320","319","320","",,,"227","","",""
"1","5","8","Matthew 12:22-50","","0","0","",,,"228","","",""
"1","5","9","Mark 3:20-35; Luke 8:19-21","Desire of Ages p. 321","321","321","",,,"229","","",""
"1","5","10","","Desire of Ages pp. 322-324","322","324","",,,"230","","",""
"1","5","11","","Desire of Ages pp. 325-327","325","327","",,,"231","","",""
"1","5","12","Matthew 13:1-52","","0","0","",,,"232","","",""
"1","5","13","Mark 4:1-34; Luke 8:1-18","","0","0","",,,"233","","",""
"1","5","14","Matthew 11:28-30","Desire of Ages pp. 328-329","328","329","",,,"234","","",""
"1","5","15","","Desire of Ages pp. 330-332","330","332","",,,"235","","",""
"1","5","16","Matthew 8:23-34; Mark 4:35-41","","0","0","",,,"236","","",""
"1","5","17","Luke 8:22-39","Desire of Ages pp. 333-334","333","334","",,,"237","","",""
"1","5","18","Mark 5:1-20","Desire of Ages pp. 335-337","335","337","",,,"238","","",""
"1","5","19","","Desire of Ages pp. 338-339","338","339","",,,"239","","",""
"1","5","20","","Desire of Ages pp. 340-341","340","341","",,,"240","","",""
"1","5","21","Matthew 9:18-31; Mark 5:21-43","","0","0","",,,"241","","",""
"1","5","22","Luke 8:40-56","Desire of Ages p. 342","342","342","",,,"242","","",""
"1","5","23","","Desire of Ages pp. 343-344","343","344","",,,"243","","",""
"1","5","24","","Desire of Ages pp. 347-348","347","348","",,,"244","","",""
"1","5","25","Matthew 10","","0","0","",,,"245","","",""
"1","5","26","Mark 6:7-13; Luke 9:1-6","Desire of Ages p. 349","349","349","",,,"246","","",""
"1","5","27","","Desire of Ages pp. 350-352","350","352","",,,"247","","",""
"1","5","28","","Desire of Ages pp. 353-355","353","355","",,,"248","","",""
"1","5","29","","Desire of Ages pp. 356-358","356","358","",,,"249","","",""
"1","5","30","Mark 6:30-32; Luke 9:7-9; Matthew 9:35-38","Desire of Ages pp. 359-360","359","360","",,,"250","","",""
"1","5","31","","Desire of Ages pp. 361-363","361","363","",,,"251","","",""
"1","6","1","Matthew 14:13-21; Mark 6:33-44","","0","0","",,,"252","","",""
"1","6","2","Luke 9:10-17; John 6:1-13","","0","0","",,,"253","","",""
"1","6","3","","Desire of Ages pp. 364-365","364","365","",,,"254","","",""
"1","6","4","","Desire of Ages pp. 366-368","366","368","",,,"255","","",""
"1","6","5","","Desire of Ages pp. 369-371","369","371","",,,"256","","",""
"1","6","6","Matthew 14:22-36; Mark 6:45-56","","0","0","",,,"257","","",""
"1","6","7","John 6:14-21","Desire of Ages p. 377","377","377","",,,"258","","",""
"1","6","8","","Desire of Ages pp. 378-380","378","380","",,,"259","","",""
"1","6","9","","Desire of Ages pp. 381-382","381","382","",,,"260","","",""
"1","6","10","John 6:22-65","Desire of Ages pp. 383-384","383","384","",,,"261","","",""
"1","6","11","","Desire of Ages pp. 385-387","385","387","",,,"262","","",""
"1","6","12","","Desire of Ages pp. 388-390","388","390","",,,"263","","",""
"1","6","13","","Desire of Ages pp. 391-394","391","394","",,,"264","","",""
"1","6","14","Matthew 15:1-20","","0","0","",,,"265","","",""
"1","6","15","Mark 7:1-23","","0","0","",,,"266","","",""
"1","6","16","","Desire of Ages pp. 395-398","395","398","",,,"267","","",""
"1","6","17","Matthew 15:21-28; Mark 7:24-30","Desire of Ages pp. 399-400","399","400","",,,"268","","",""
"1","6","18","","Desire of Ages pp. 401-403","401","403","",,,"269","","",""
"1","6","19","Matthew 15:29-39; Mark 7:31-37","","0","0","",,,"270","","",""
"1","6","20","","Desire of Ages pp. 404-405","404","405","",,,"271","","",""
"1","6","21","Matthew 16:1-12","Desire of Ages pp. 406-407","406","407","",,,"272","","",""
"1","6","22","Mark 8:1-21","","0","0","",,,"273","","",""
"1","6","23","","Desire of Ages pp. 408-409","408","409","",,,"274","","",""
"1","6","24","Mark 8:22-26","Desire of Ages pp. 410-411","410","411","",,,"275","","",""
"1","6","25","Matthew 16:13-28; Mark 8:27-38","","0","0","",,,"276","","",""
"1","6","26","Luke 9:18-27; John 6:66-71","Desire of Ages pp. 412-413","412","413","",,,"277","","",""
"1","6","27","Mark 9:1","Desire of Ages pp. 414-415","414","415","",,,"278","","",""
"1","6","28","","Desire of Ages pp. 416-418","416","418","",,,"279","","",""
"1","6","29","Matthew 17:1-8; Mark 9:2-8; Luke 9:28-36","Desire of Ages pp. 419-420","419","420","",,,"280","","",""
"1","6","30","","Desire of Ages pp. 421-425","421","425","",,,"281","","",""
"1","7","1","Matthew 17:9-21; Mark 9:9-29","","0","0","",,,"282","","",""
"1","7","2","Luke 9:37-45","Desire of Ages pp. 426-427","426","427","",,,"283","","",""
"1","7","3","","Desire of Ages pp. 428-432","428","432","",,,"284","","",""
"1","7","4","Matthew 17:22-27; Luke 9:46-50","Desire of Ages pp. 432-433","432","433","",,,"285","","",""
"1","7","5","Mark 9:30-50","","0","0","",,,"286","","",""
"1","7","6","Matthew 18:1-35","","0","0","",,,"287","","",""
"1","7","7","","Desire of Ages pp. 434-436","434","436","",,,"288","","",""
"1","7","8","","Desire of Ages pp. 437-439","437","439","",,,"289","","",""
"1","7","9","","Desire of Ages pp. 440-442","440","442","",,,"290","","",""
"1","7","10","John 7:1-15,37-39","Desire of Ages pp. 447-448","447","448","",,,"291","","",""
"1","7","11","","Desire of Ages pp. 449-451","449","451","",,,"292","","",""
"1","7","12","","Desire of Ages pp. 452-454","452","454","",,,"293","","",""
"1","7","13","John 7:16-36,40-53","","0","0","",,,"294","","",""
"1","7","14","","Desire of Ages pp. 455-456","455","456","",,,"295","","",""
"1","7","15","John 8:1-11","Desire of Ages pp. 457-459","457","459","",,,"296","","",""
"1","7","16","","Desire of Ages pp. 460-462","460","462","",,,"297","","",""
"1","7","17","John 8:12-59","","0","0","",,,"298","","",""
"1","7","18","John 9","","0","0","",,,"299","","",""
"1","7","19","","Desire of Ages pp. 463-465","463","465","",,,"300","","",""
"1","7","20","","Desire of Ages pp. 466-468","466","468","",,,"301","","",""
"1","7","21","","Desire of Ages pp. 469-471","469","471","",,,"302","","",""
"1","7","22","","Desire of Ages pp. 472-475","472","475","",,,"303","","",""
"1","7","23","John 10:1-30","Desire of Ages p. 476","476","476","",,,"304","","",""
"1","7","24","","Desire of Ages pp. 477-479","477","479","",,,"305","","",""
"1","7","25","","Desire of Ages pp. 480-484","480","484","",,,"306","","",""
"1","7","26","Matthew 19:1-12; Luke 9:51-56","","0","0","",,,"307","","",""
"1","7","27","Mark 10:1-12","Desire of Ages p. 485","485","485","",,,"308","","",""
"1","7","28","Matthew 19:23-30; Mark 10:23-31","Desire of Ages pp. 486-488","486","488","",,,"309","","",""
"1","7","29","Luke 10:1-24","","0","0","",,,"310","","",""
"1","7","30","Matthew 20:1-19,29-34","","0","0","",,,"311","","",""
"1","7","31","Mark 10:46-52","Desire of Ages pp. 489-493","489","493","",,,"312","","",""
"1","8","1","","Desire of Ages pp. 494-496","494","496","",,,"313","","",""
"1","8","2","Luke 10:25-37","Desire of Ages pp. 497-498","497","498","",,,"314","","",""
"1","8","3","","Desire of Ages pp. 499-503","499","503","",,,"315","","",""
"1","8","4","","Desire of Ages pp. 504-505","504","505","",,,"316","","",""
"1","8","5","Luke 11","","0","0","",,,"317","","",""
"1","8","6","Luke 12","","0","0","",,,"318","","",""
"1","8","7","Luke 13","","0","0","",,,"319","","",""
"1","8","8","Luke 14","","0","0","",,,"320","","",""
"1","8","9","Luke 15","","0","0","",,,"321","","",""
"1","8","10","Luke 16","","0","0","",,,"322","","",""
"1","8","11","Luke 17:1-19,23-37","","0","0","",,,"323","","",""
"1","8","12","Luke 18:1-14,24-30,35-43; Luke 19:11-28","","0","0","",,,"324","","",""
"1","8","13","Luke 17:20-22","Desire of Ages pp. 506-507","506","507","",,,"325","","",""
"1","8","14","","Desire of Ages pp. 508-510","508","510","",,,"326","","",""
"1","8","15","Matthew 19:13-15; Mark 10:13-16; Luke 18:15-17","Desire of Ages pp. 511-512","511","512","",,,"327","","",""
"1","8","16","","Desire of Ages pp. 515-517","515","517","",,,"328","","",""
"1","8","17","Matthew 19:16-22; Mark 10:17-22; Luke 18:18-23","Desire of Ages p. 518","518","518","",,,"329","","",""
"1","8","18","","Desire of Ages pp. 519-523","519","523","",,,"330","","",""
"1","8","19","Luke 10:38-42","Desire of Ages pp. 524-525","524","525","",,,"331","","",""
"1","8","20","John 11:1-44","","0","0","",,,"332","","",""
"1","8","21","","Desire of Ages pp. 526-528","526","528","",,,"333","","",""
"1","8","22","","Desire of Ages pp. 529-533","529","533","",,,"334","","",""
"1","8","23","","Desire of Ages pp. 534-536","534","536","",,,"335","","",""
"1","8","24","John 10:31-42","Desire of Ages pp. 537-538","537","538","",,,"336","","",""
"1","8","25","John 11:45-54","Desire of Ages pp. 539-541","539","541","",,,"337","","",""
"1","8","26","Matthew 20:20-28; Mark 10:32-45; Luke 18:31-32","Desire of Ages pp. 547-548","547","548","",,,"338","","",""
"1","8","27","","Desire of Ages pp. 549-551","549","551","",,,"339","","",""
"1","8","28","Luke 19:1-10","Desire of Ages pp. 552-553","552","553","",,,"340","","",""
"1","8","29","","Desire of Ages pp. 554-556","554","556","",,,"341","","",""
"1","8","30","Matthew 26:6-13; Mark 14:3-11; Luke 7:36-50; John 11:55-57","Desire of Ages p. 557","557","557","",,,"342","","",""
"1","8","31","John 12:1-11","Desire of Ages pp. 558-560","558","560","",,,"343","","",""
"1","9","1","","Desire of Ages pp. 563-565","563","565","",,,"344","","",""
"1","9","2","","Desire of Ages pp. 566-568","566","568","",,,"345","","",""
"1","9","3","Matthew 21:1-11; Mark 11:1-10","","0","0","",,,"346","","",""
"1","9","4","Luke 19:29-44; John 12:12-19","Desire of Ages p. 569","569","569","",,,"347","","",""
"1","9","5","","Desire of Ages pp. 570-572","570","572","",,,"348","","",""
"1","9","6","","Desire of Ages pp. 575-576","575","576","",,,"349","","",""
"1","9","7","","Desire of Ages pp. 577-579","577","579","",,,"350","","",""
"1","9","8","Matthew 21:17-22; Mark 11:11-14,20-26","Desire of Ages p. 580","580","580","",,,"351","","",""
"1","9","9","","Desire of Ages pp. 581-583","581","583","",,,"352","","",""
"1","9","10","","Desire of Ages pp. 584-588","584","588","",,,"353","","",""
"1","9","11","Matthew 21:12-16,23-46","","0","0","",,,"354","","",""
"1","9","12","Mark 11:15-19,27-33; Luke 19:45-48","","0","0","",,,"355","","",""
"1","9","13","Mark 12:1-12","Desire of Ages pp. 589-591","589","591","",,,"356","","",""
"1","9","14","Luke 20:1-19","","0","0","",,,"357","","",""
"1","9","15","","Desire of Ages pp. 592-594","592","594","",,,"358","","",""
"1","9","16","","Desire of Ages pp. 595-597","595","597","",,,"359","","",""
"1","9","17","","Desire of Ages pp. 598-600","598","600","",,,"360","","",""
"1","9","18","Matthew 22","","0","0","",,,"361","","",""
"1","9","19","Mark 12:13-40; Luke 20:20-47","","0","0","",,,"362","","",""
"1","9","20","","Desire of Ages pp. 601-603","601","603","",,,"363","","",""
"1","9","21","","Desire of Ages pp. 604-606","604","606","",,,"364","","",""
"1","9","22","","Desire of Ages pp. 607-609","607","609","",,,"365","","",""
"1","9","23","Matthew 23","","0","0","",,,"366","","",""
"1","9","24","Mark 12:41-44; Luke 21:1-4","Desire of Ages pp. 610-611","610","611","",,,"367","","",""
"1","9","25","","Desire of Ages pp. 612-614","612","614","",,,"368","","",""
"1","9","26","","Desire of Ages pp. 615-617","615","617","",,,"369","","",""
"1","9","27","","Desire of Ages pp. 618-620","618","620","",,,"370","","",""
"1","9","28","John 12:20-50","","0","0","",,,"371","","",""
"1","9","29","","Desire of Ages pp. 623-626","623","626","",,,"372","","",""
"1","9","30","Matthew 24","","0","0","",,,"373","","",""
"1","10","1","Mark 13","","0","0","",,,"374","","",""
"1","10","2","Luke 21:5-38","Desire of Ages p. 627","627","627","",,,"375","","",""
"1","10","3","","Desire of Ages pp. 628-630","628","630","",,,"376","","",""
"1","10","4","","Desire of Ages pp. 631-633","631","633","",,,"377","","",""
"1","10","5","","Desire of Ages pp. 634-636","634","636","",,,"378","","",""
"1","10","6","Matthew 25","Desire of Ages pp. 637-638","637","638","",,,"379","","",""
"1","10","7","","Desire of Ages pp. 639-641","639","641","",,,"380","","",""
"1","10","8","Luke 22:7-13,24-39","","0","0","",,,"381","","",""
"1","10","9","John 13:1-17","Desire of Ages pp. 642-643","642","643","",,,"382","","",""
"1","10","10","Matthew 26:14-16; Mark 14:12-16","Desire of Ages pp. 644-646","644","646","",,,"383","","",""
"1","10","11","","Desire of Ages pp. 649-651","649","651","",,,"384","","",""
"1","10","12","Matthew 26:17-35; Mark 14:17-31","","0","0","",,,"385","","",""
"1","10","13","Luke 22:14-23; John 13:18-30","Desire of Ages pp. 652-653","652","653","",,,"386","","",""
"1","10","14","","Desire of Ages pp. 654-656","654","656","",,,"387","","",""
"1","10","15","","Desire of Ages pp. 659-661","659","661","",,,"388","","",""
"1","10","16","John 13:31-38; John 14","","0","0","",,,"389","","",""
"1","10","17","John 15; John 16","","0","0","",,,"390","","",""
"1","10","18","John 17","","0","0","",,,"391","","",""
"1","10","19","","Desire of Ages pp. 662-664","662","664","",,,"392","","",""
"1","10","20","","Desire of Ages pp. 667-669","667","669","",,,"393","","",""
"1","10","21","","Desire of Ages pp. 670-672","670","672","",,,"394","","",""
"1","10","22","","Desire of Ages pp. 673-675","673","675","",,,"395","","",""
"1","10","23","","Desire of Ages pp. 676-680","676","680","",,,"396","","",""
"1","10","24","Matthew 26:36-56; Mark 14:32-52","","0","0","",,,"397","","",""
"1","10","25","Luke 22:39-53; John 18:1-12","","0","0","",,,"398","","",""
"1","10","26","","Desire of Ages pp. 685-686","685","686","",,,"399","","",""
"1","10","27","","Desire of Ages pp. 687-689","687","689","",,,"400","","",""
"1","10","28","","Desire of Ages pp. 690-694","690","694","",,,"401","","",""
"1","10","29","","Desire of Ages pp. 695-697","695","697","",,,"402","","",""
"1","10","30","Matthew 26:57-75","","0","0","",,,"403","","",""
"1","10","31","Mark 14:53-72","Desire of Ages p. 699","699","699","",,,"404","","",""
"1","11","1","Luke 22:54-71; John 18:13-27","","0","0","",,,"405","","",""
"1","11","2","Matthew 27:1","Desire of Ages p. 698","698","698","",,,"406","","",""
"1","11","3","","Desire of Ages pp. 700-703","700","703","",,,"407","","",""
"1","11","4","","Desire of Ages pp. 704-706","704","706","",,,"408","","",""
"1","11","5","","Desire of Ages pp. 707-708","707","708","",,,"409","","",""
"1","11","6","","Desire of Ages pp. 709-710","709","710","",,,"410","","",""
"1","11","7","","Desire of Ages pp. 711-713","711","713","",,,"411","","",""
"1","11","8","","Desire of Ages pp. 714-715","714","715","",,,"412","","",""
"1","11","9","Matthew 26:1-5; Mark 14:1-2; Luke 22:1-6","Desire of Ages p. 716","716","716","",,,"413","","",""
"1","11","10","Matthew 27:2-10","Desire of Ages pp. 717-719","717","719","",,,"414","","",""
"1","11","11","","Desire of Ages pp. 720-722","720","722","",,,"415","","",""
"1","11","12","Matthew 27:11-31","","0","0","",,,"416","","",""
"1","11","13","Mark 15:1-20; John 18:28-40","","0","0","",,,"417","","",""
"1","11","14","Luke 23:1-25","","0","0","",,,"418","","",""
"1","11","15","John 19:1-15","Desire of Ages pp. 723-724","723","724","",,,"419","","",""
"1","11","16","","Desire of Ages pp. 725-726","725","726","",,,"420","","",""
"1","11","17","","Desire of Ages pp. 727-729","727","729","",,,"421","","",""
"1","11","18","","Desire of Ages pp. 730-731","730","731","",,,"422","","",""
"1","11","19","","Desire of Ages pp. 732-733","732","733","",,,"423","","",""
"1","11","20","","Desire of Ages pp. 734-735","734","735","",,,"424","","",""
"1","11","21","","Desire of Ages pp. 736-737","736","737","",,,"425","","",""
"1","11","22","","Desire of Ages pp. 738-740","738","740","",,,"426","","",""
"1","11","23","Matthew 27:32-53; Mark 15:21-47","","0","0","",,,"427","","",""
"1","11","24","Luke 23:26-56","","0","0","",,,"428","","",""
"1","11","25","John 19:16-42","","0","0","",,,"429","","",""
"1","11","26","","Desire of Ages pp. 741-743","741","743","",,,"430","","",""
"1","11","27","","Desire of Ages pp. 744-745","744","745","",,,"431","","",""
"1","11","28","","Desire of Ages pp. 746-749","746","749","",,,"432","","",""
"1","11","29","","Desire of Ages pp. 750-752","750","752","",,,"433","","",""
"1","11","30","","Desire of Ages pp. 753-754","753","754","",,,"434","","",""
"1","12","1","","Desire of Ages pp. 755-757","755","757","",,,"435","","",""
"1","12","2","","Desire of Ages pp. 758-759","758","759","",,,"436","","",""
"1","12","3","","Desire of Ages pp. 760-761","760","761","",,,"437","","",""
"1","12","4","","Desire of Ages pp. 762-764","762","764","",,,"438","","",""
"1","12","5","","Desire of Ages pp. 769-770","769","770","",,,"439","","",""
"1","12","6","","Desire of Ages pp. 771-773","771","773","",,,"440","","",""
"1","12","7","","Desire of Ages pp. 774-775","774","775","",,,"441","","",""
"1","12","8","Matthew 27:54-66","Desire of Ages pp. 776-778","776","778","",,,"442","","",""
"1","12","9","Matthew 28:2-4,9-15","Desire of Ages pp. 779-780","779","780","",,,"443","","",""
"1","12","10","","Desire of Ages pp. 781-785","781","785","",,,"444","","",""
"1","12","11","","Desire of Ages pp. 786-787","786","787","",,,"445","","",""
"1","12","12","Matthew 28:1,5-8; John 20:1-18","Desire of Ages p. 788","788","788","",,,"446","","",""
"1","12","13","Mark 16:1-14; Luke 24:1-12","","0","0","",,,"447","","",""
"1","12","14","","Desire of Ages pp. 789-792","789","792","",,,"448","","",""
